0,0,0,0,0,0,0,0,0,0,0,0.66667,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08204,0.00502,0.00013,0.0079,0.02045,0,0,0.00489,0.20183,0.00602,0,0.29378,0,0.00025,0.18979,0,0,0.08342,0.03061,0,0.03914,0,0,0,0.00376,0,0,0.01066,0.00941,0.00088,0.00464,0,0.00489,0,0,0,0,0,0,0,0,0,0,0.0005,
0.05323,0,0.22308,0,0.06606,0.00037,0,0.19651,0.08968,0,0.00757,0.01292,0.00018,0.00074,0.03783,0,0.02491,0.04142,0.00314,0.16127,0.02408,0,0,0,0.00037,0,0,0,0.04881,0.00378,0,0,0,0,0.00018,0,0,0,0,0,0,0,0.00018,0.00369,
0.13521,0.0004,0,0.01235,0.19136,0,0.00856,0.01175,0.20649,0.04898,0,0,0.06073,0.00119,0.10315,0,0,0.0916,0.00299,0,0.04879,0.00816,0,0,0.00139,0,0,0.01533,0.04261,0.00697,0,0,0.0006,0,0.0004,0,0,0,0,0,0,0,0,0.001,
0,0,0.25641,0,0,0,0.05128,0,0.02564,0,0,0.10256,0,0.10256,0,0,0.02564,0,0.28205,0.02564,0.02564,0.02564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692,
0.04676,0,0,0,0.02777,0.67215,0.00113,0,0.05384,0,0.00113,0.02324,0,0.00057,0.06716,0,0,0.06064,0.00113,0.01303,0.00057,0,0,0,0,0,0,0.00425,0.0238,0.00142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142,
0.04571,0,0,0.001,0.49431,0.0002,0.01337,0.0015,0.08004,0,0,0.0016,0.01158,0.09331,0.06257,0,0,0.07445,0.0006,0,0.07265,0,0,0,0.0002,0,0,0,0.03503,0.00998,0,0,0.0012,0,0,0,0,0,0,0,0,0,0.0001,0.0006,
0.12621,0,0,0.00388,0.03883,0,0,0,0.2233,0,0,0.00388,0.01165,0,0.13592,0,0,0.00388,0.03883,0,0.33204,0,0,0,0.00388,0,0,0,0.01359,0,0,0,0.01748,0,0,0,0,0,0,0,0,0,0.00194,0.04466,
0,0.00121,0.00006,0.00417,0.21123,0.00003,0.01189,0,0,0,0,0.06488,0.00272,0.02324,0,0,0,0.03143,0.24487,0.21138,0,0.00005,0,0.00006,0,0.00003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0.19263,
0.01805,0,0,0,0.08722,0,0,0,0.00301,0,0,0,0,0,0.62707,0,0,0,0,0,0.26466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.04,0,0.016,0,0.248,0.016,0,0.032,0.264,0,0.048,0.016,0,0.016,0.04,0,0,0,0.088,0,0.016,0.016,0,0,0,0,0,0,0.04,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,
0.08806,0.00718,0.02507,0.00381,0.13189,0.00772,0.00889,0.00083,0.36405,0,0.00298,0.11405,0.01661,0.00039,0.06279,0.01622,0.00826,0,0.00938,0.02311,0.02717,0.00865,0.0002,0,0.01197,0.00029,0,0.00484,0.01725,0.00396,0.0001,0,0.00015,0,0,0,0.00059,0,0,0,0,0,0.00068,0.03284,
0.15424,0.14325,0,0.00023,0.12788,0,0,0.00023,0.1525,0,0,0,0.05816,0.02151,0.10175,0.13932,0,0,0.0111,0,0.01445,0,0.00023,0,0.00301,0,0,0.00752,0.05168,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0.00277,
0.04041,0,0.09745,0.0775,0.02645,0.00488,0.06764,0.00174,0.08004,0.00012,0.00165,0.00312,0.00009,0.03466,0.02277,0,0.01192,0.00006,0.06902,0.41498,0.00983,0.00039,0,0.00024,0.00012,0.00063,0,0.00234,0.00932,0.00111,0,0,0.00009,0,0,0,0,0,0,0,0,0.01438,0.00042,0.00665,
0,0.00707,0,0,0,0,0,0,0,0,0,0.0212,0,0.0636,0,0,0,0.053,0.0212,0.04947,0.5477,0,0,0,0.01413,0,0,0,0,0,0,0,0,0.02827,0,0,0.17314,0,0,0,0,0,0,0.0212,
0.08656,0,0,0,0.09153,0,0,0.14426,0.13702,0,0,0.01621,0,0.00086,0.11455,0.27523,0,0.01005,0.01891,0.05284,0.02939,0,0,0,0.00076,0,0,0.00421,0.0134,0.00184,0,0,0.00097,0,0.00022,0,0,0.00011,0,0,0,0,0.00011,0.00097,
0,0,0,0,0,0,0,0,0.00205,0,0,0,0,0,0,0,0,0,0,0,0.99795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.10573,0.0393,0.05615,0.15853,0.0362,0.01002,0.05835,0.00017,0.14288,0.00176,0.00271,0.01333,0.03926,0.031,0.02683,0.01802,0.02911,0.09786,0.01075,0.08367,0.00507,0.00245,0.00043,0.00215,0.00421,0.00043,0,0.00206,0.01023,0.00172,0.00034,0,0.00013,0,0.00009,0,0.00103,0,0,0,0,0.00387,0.00043,0.00374,
0.00919,0.00011,0.00961,0,0.01514,0,0.00011,0.00182,0.01267,0,0.00018,0,0.00348,0,0.00433,0.00849,0.00363,0,0.65325,0.0318,0.00048,0,0,0,0.00066,0,0,0.00127,0.0028,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0.24002,
0.06513,0,0.00739,0.00022,0.1165,0,0,0.02175,0.41622,0,0,0.00055,0.00044,0.00011,0.06354,0,0,0.06896,0.01506,0.11902,0.04831,0,0,0,0.00071,0.00005,0,0.00592,0.02919,0.00345,0,0,0.00142,0,0,0,0,0,0,0,0,0,0.00088,0.01517,
0,0.02217,0.08786,0.12825,0,0.06836,0.04654,0,0,0.00023,0,0.03818,0.05107,0.01474,0,0.01961,0.00104,0.04968,0.1084,0.18965,0.00023,0.02704,0.00023,0.10724,0,0.00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371,0.00325,0.03203,
0.29279,0,0,0,0.26822,0,0,0,0.24142,0,0,0,0,0,0.11553,0,0,0.01096,0,0,0.01259,0,0,0,0,0,0,0.01645,0.03371,0.0065,0,0,0.00183,0,0,0,0,0,0,0,0,0,0,0,
0.09524,0.03175,0,0,0,0,0,0,0,0,0.03175,0.69841,0,0.01587,0,0,0,0.03175,0.03175,0,0.03175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03175,
0.17586,0,0,0,0.21908,0,0,0.00298,0.35171,0,0,0,0,0,0.12221,0,0,0,0,0,0,0,0.00298,0,0,0,0,0.03577,0.04769,0.01192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02981,
